"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Visual Analysis of Multi-Outcome Causal Graphs","M. Fan; J. Yu; D. Weiskopf; N. Cao; H. -Y. Wang; L. Zhou","Institute of Medical Technology, Peking University Health Science Center, and the National Institute of Health Data Science (NIHDS), Peking University, China; Chalmers University of Technology and NIHDS, Peking University, China; Visualization Research Center (VISUS), University of Stuttgart, Germany; iDVx Lab, Tongji University, China; National Institute of Traditional Chinese Medicine Constitution and Preventive Treatment of Diseases, Beijing University of Chinese Medicine, China; NIHDS, Peking University, China",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","656","666","We introduce a visual analysis method for multiple causal graphs with different outcome variables, namely, multi-outcome causal graphs. Multi-outcome causal graphs are important in healthcare for understanding multimorbidity and comorbidity. To support the visual analysis, we collaborated with medical experts to devise two comparative visualization techniques at different stages of the analysis process. First, a progressive visualization method is proposed for comparing multiple state-of-the-art causal discovery algorithms. The method can handle mixed-type datasets comprising both continuous and categorical variables and assist in the creation of a fine-tuned causal graph of a single o utcome. Second, a comparative graph layout technique and specialized visual encodings are devised for the quick comparison of multiple causal graphs. In our visual analysis approach, analysts start by building individual causal graphs for each outcome variable, and then, multi-outcome causal graphs are generated and visualized with our comparative technique for analyzing differences and commonalities of these causal graphs. Evaluation includes quantitative measurements on benchmark datasets, a case study with a medical expert, and expert user studies with real-world health research data.","1941-0506","","10.1109/TVCG.2024.3456346","National Natural Science Foundation of China(grant numbers:62372012); National Key Research and Development Program of China(grant numbers:2022YFC2705104); Deutsche Forschungsgemeinschaft(grant numbers:449742818); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670560","Causal graph visualization and visual analysis;causal discovery;comparative visualization;visual analysis in medicine","Visualization;Data visualization;Layout;Cause effect analysis;Medical diagnostic imaging;Diseases;Cognition","","1","","70","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Structure-Aware Simplification for Hypergraph Visualization","P. Oliver; E. Zhang; Y. Zhang","School of Electrical Engineering and Computer Science, Oregon State University., USA; School of Electrical Engineering and Computer Science, Oregon State University., USA; School of Electrical Engineering and Computer Science, Oregon State University., USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","667","676","Hypergraphs provide a natural way to represent polyadic relationships in network data. For large hypergraphs, it is often difficult to visually detect structures within the data. Recently, a scalable polygon-based visualization approach was developed allowing hypergraphs with thousands of hyperedges to be simplified and examined at different levels of detail. However, this approach is not guaranteed to eliminate all of the visual clutter caused by unavoidable overlaps. Furthermore, meaningful structures can be lost at simplified scales, making their interpretation unreliable. In this paper, we define hypergraph structures using the bipartite graph representation, allowing us to decompose the hypergraph into a union of structures including topological blocks, bridges, and branches, and to identify exactly where unavoidable overlaps must occur. We also introduce a set of topology preserving and topology altering atomic operations, enabling the preservation of important structures while reducing unavoidable overlaps to improve visual clarity and interpretability in simplified scales. We demonstrate our approach in several real-world applications.","1941-0506","","10.1109/TVCG.2024.3456367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10673783","Hypergraph Visualization;Hypergraph Simplification;Hypergraph Topology;Bipartite Representation","Visualization;Layout;Clutter;Bipartite graph;Data visualization;Topology;Bridges","","","","39","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Does This Have a Particular Meaning? Interactive Pattern Explanation for Network Visualizations","X. Shu; A. Pister; J. Tang; F. Chevalier; B. Bach","Newcastle University, United Kingdom; University of Edinburgh, United Kingdom; Zhejiang University, China; University of Toronto, Canada; University of Edinburgh, United Kingdom",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","677","687","This paper presents an interactive technique to explain visual patterns in network visualizations to analysts who do not understand these visualizations and who are learning to read them. Learning a visualization requires mastering its visual grammar and decoding information presented through visual marks, graphical encodings, and spatial configurations. To help people learn network visualization designs and extract meaningful information, we introduce the concept of interactive pattern explanation that allows viewers to select an arbitrary area in a visualization, then automatically mines the underlying data patterns, and explains both visual and data patterns present in the viewer's selection. In a qualitative and a quantitative user study with a total of 32 participants, we compare interactive pattern explanations to textual-only and visual-only (cheatsheets) explanations. Our results show that interactive explanations increase learning of i) unfamiliar visualizations, ii) patterns in network science, and iii) the respective network terminology.","1941-0506","","10.1109/TVCG.2024.3456192","EPSRC(grant numbers:EP/V010662/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10681196","Visualization education;network visualization","Visualization;Data visualization;Network motifs;Electronic mail;Market research;Knowledge engineering;Encoding","","","","77","IEEE","16 Sep 2024","","","IEEE","IEEE Journals"
"AdaMotif: Graph Simplification via Adaptive Motif Design","H. Zhou; P. Lai; Z. Sun; X. Chen; Y. Chen; H. Wu; Y. Wang","Shenzhen University, Shenzhen, China; Shenzhen University, Shenzhen, China; Shenzhen University, Shenzhen, China; Shenzhen University, Shenzhen, China; Shenzhen University, Shenzhen, China; Shenzhen University, Shenzhen, China; Nanyang Technological University, Singapore",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","688","698","With the increase of graph size, it becomes difficult or even impossible to visualize graph structures clearly within the limited screen space. Consequently, it is crucial to design effective visual representations for large graphs. In this paper, we propose AdaMotif, a novel approach that can capture the essential structure patterns of large graphs and effectively reveal the overall structures via adaptive motif designs. Specifically, our approach involves partitioning a given large graph into multiple subgraphs, then clustering similar subgraphs and extracting similar structural information within each cluster. Subsequently, adaptive motifs representing each cluster are generated and utilized to replace the corresponding subgraphs, leading to a simplified visualization. Our approach aims to preserve as much information as possible from the subgraphs while simplifying the graph efficiently. Notably, our approach successfully visualizes crucial community information within a large graph. We conduct case studies and a user study using real-world graphs to validate the effectiveness of our proposed approach. The results demonstrate the capability of our approach in simplifying graphs while retaining important structural and community information.","1941-0506","","10.1109/TVCG.2024.3456321","Shenzhen Science and Technology Major Project(grant numbers:KJZD20230923114605011); Scientific Development Funds of Shenzhen University(grant numbers:000001032518); National Natural Science Foundation of China(grant numbers:62273241); Natural Science Foundation of Guangdong Province(grant numbers:2024A1515011946); NTU Start Up; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10673788","Graph visualization;node-link diagrams;graph simplification","Data visualization;Visualization;Layout;Vectors;Social networking (online);Encoding;Sampling methods","","","","57","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"HiRegEx: Interactive Visual Query and Exploration of Multivariate Hierarchical Data","G. Li; H. Mi; C. H. Liu; T. Itoh; G. Wang","Beijing Institute of Technology, China; Beijing Institute of Technology, China; Beijing Institute of Technology, China; Ochanomizu University, Japan; Beijing Institute of Technology, China",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","699","709","When using exploratory visual analysis to examine multivariate hierarchical data, users often need to query data to narrow down the scope of analysis. However, formulating effective query expressions remains a challenge for multivariate hierarchical data, particularly when datasets become very large. To address this issue, we develop a declarative grammar, HiRegEx (Hierarchical data Regular Expression), for querying and exploring multivariate hierarchical data. Rooted in the extended multi-level task topology framework for tree visualizations (e-MLTT), HiRegEx delineates three query targets (node, path, and subtree) and two aspects for querying these targets (features and positions), and uses operators developed based on classical regular expressions for query construction. Based on the HiRegEx grammar, we develop an exploratory framework for querying and exploring multivariate hierarchical data and integrate it into the TreeQueryER prototype system. The exploratory framework includes three major components: top-down pattern specification, bottom-up data-driven inquiry, and context-creation data overview. We validate the expressiveness of HiRegEx with the tasks from the e-MLTT framework and showcase the utility and effectiveness of TreeQueryER system through a case study involving expert users in the analysis of a citation tree dataset.","1941-0506","","10.1109/TVCG.2024.3456389","National Key R&D Program of China(grant numbers:2021YFB3301500); NSFC(grant numbers:62302038,U2268205); Young Elite Scientists Sponsorship Program by CAST(grant numbers:2023QNRC001); Tencent Rhino-Bird Focused Research Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670557","Multivariate hierarchical data;declarative grammar;visual query","Visualization;Time series analysis;Grammar;Database languages;Data visualization;Syntactics;Topology","","","","69","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"DracoGPT: Extracting Visualization Design Preferences from Large Language Models","H. W. Wang; M. Gordon; L. Battle; J. Heer","University of Washington, USA; University of Washington, USA; University of Washington, USA; University of Washington, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","710","720","Trained on vast corpora, Large Language Models (LLMs) have the potential to encode visualization design knowledge and best practices. However, if they fail to do so, they might provide unreliable visualization recommendations. What visualization design preferences, then, have LLMs learned? We contribute DracoGPT, a method for extracting, modeling, and assessing visualization design preferences from LLMs. To assess varied tasks, we develop two pipelines—DracoGPT-Rank and DracoGPT-Recommend—to model LLMs prompted to either rank or recommend visual encoding specifications. We use Draco as a shared knowledge base in which to represent LLM design preferences and compare them to best practices from empirical research. We demonstrate that DracoGPT can accurately model the preferences expressed by LLMs, enabling analysis in terms of Draco design constraints. Across a suite of backing LLMs, we find that DracoGPT-Rank and DracoGPT-Recommend moderately agree with each other, but both substantially diverge from guidelines drawn from human subjects experiments. Future work can build on our approach to expand Draco's knowledge base to model a richer set of preferences and to provide a robust and cost-effective stand-in for LLMs.","1941-0506","","10.1109/TVCG.2024.3456350","NSF(grant numbers:IIS-2141506); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10681108","Visualization;Large Language Models;Visualization Recommendation;Graphical Perception","Data visualization;Knowledge based systems;Best practices;Vectors;Training data;Costs;Visualization","","","","45","IEEE","16 Sep 2024","","","IEEE","IEEE Journals"
"D-Tour: Semi-Automatic Generation of Interactive Guided Tours for Visualization Dashboard Onboarding","V. Dhanoa; A. Hinterreiter; V. Fediuk; N. Elmqvist; E. Gröller; M. Streit","Johannes Kepler University, Linz, Austria; Johannes Kepler University, Linz, Austria; Johannes Kepler University, Linz, Austria; Aarhus University, Aarhus, Denmark; TU Wien and VRVis, Vienna, Austria; Johannes Kepler University, Linz, Austria",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","721","731","Onboarding a user to a visualization dashboard entails explaining its various components, including the chart types used, the data loaded, and the interactions available. Authoring such an onboarding experience is time-consuming and requires significant knowledge and little guidance on how best to complete this task. Depending on their levels of expertise, end users being onboarded to a new dashboard can be either confused and overwhelmed or disinterested and disengaged. We propose interactive dashboard tours (D-Tours) as semi-automated onboarding experiences that preserve the agency of users with various levels of expertise to keep them interested and engaged. Our interactive tours concept draws from open-world game design to give the user freedom in choosing their path through onboarding. We have implemented the concept in a tool called D-TOUR Prototype, which allows authors to craft custom interactive dashboard tours from scratch or using automatic templates. Automatically generated tours can still be customized to use different media (e.g., video, audio, and highlighting) or new narratives to produce an onboarding experience tailored to an individual user. We demonstrate the usefulness of interactive dashboard tours through use cases and expert interviews. Our evaluation shows that authors found the automation in the D-Tour Prototype helpful and time-saving, and users found the created tours engaging and intuitive. This paper and all supplemental materials are available at https://osf.io/6fbjp/.","1941-0506","","10.1109/TVCG.2024.3456347","TU Wien; Austrian Science Fund(grant numbers:FWF DFH 23-N); Villum Fonden(grant numbers:VL-54492); Austrian Research Promotion Agency(grant numbers:FFG 881844,FFG 879730); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10678807","Dashboards;onboarding;storytelling;tutorial;interactive tours;open-world games","Data visualization;Authoring systems;Visualization;Prototypes;Games;Video games;Navigation","","","","65","CCBY","11 Sep 2024","","","IEEE","IEEE Journals"
"Manipulable Semantic Components: A Computational Representation of Data Visualization Scenes","Z. Liu; C. Chen; J. Hooker","University of Maryland, College Park, USA; University of Maryland, College Park, USA; University of Maryland, College Park, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","732","742","Various data visualization applications such as reverse engineering and interactive authoring require a vocabulary that describes the structure of visualization scenes and the procedure to manipulate them. A few scene abstractions have been proposed, but they are restricted to specific applications for a limited set of visualization types. A unified and expressive model of data visualization scenes for different applications has been missing. To fill this gap, we present Manipulable Semantic Components (MSC), a computational representation of data visualization scenes, to support applications in scene understanding and augmentation. MSC consists of two parts: a unified object model describing the structure of a visualization scene in terms of semantic components, and a set of operations to generate and modify the scene components. We demonstrate the benefits of MSC in three applications: visualization authoring, visualization deconstruction and reuse, and animation specification.","1941-0506","","10.1109/TVCG.2024.3456296","NSF(grant numbers:IIS-2239130); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670558","data visualization;scene abstraction;visualization model","Data visualization;Visualization;Semantics;Bars;Layout;Encoding;Data models","","","","54","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Unmasking Dunning-Kruger Effect in Visual Reasoning & Judgment","M. Chen; Y. Liu; E. Wall","Emory University, USA; Emory University, USA; Emory University, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","743","753","The Dunning-Kruger Effect (DKE) is a metacognitive phenomenon where low-skilled individuals tend to overestimate their competence while high-skilled individuals tend to underestimate their competence. This effect has been observed in a number of domains including humor, grammar, and logic. In this paper, we explore if and how DKE manifests in visual reasoning and judgment tasks. Across two online user studies involving (1) a sliding puzzle game and (2) a scatterplot-based categorization task, we demonstrate that individuals are susceptible to DKE in visual reasoning and judgment tasks: those who performed best underestimated their performance, while bottom performers overestimated their performance. In addition, we contribute novel analyses that correlate susceptibility of DKE with personality traits and user interactions. Our findings pave the way for novel modes of bias detection via interaction patterns and establish promising directions towards interventions tailored to an individual's personality traits. All materials and analyses are in supplemental materials: https://github.com/CAV-Lab/DKE_supplemental.git.","1941-0506","","10.1109/TVCG.2024.3456326","NSF(grant numbers:IIS-2340539); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10682498","Cognitive Bias;Dunning Kruger Effect;Metacognition;Personality Traits;Interactions;Visual Reasoning","Visualization;Cognition;Games;Data visualization;Automobiles;Visual analytics;Metacognition","","","","76","IEEE","17 Sep 2024","","","IEEE","IEEE Journals"
"Trust Your Gut: Comparing Human and Machine Inference from Noisy Visualizations","R. Koonchanok; M. E. Papka; K. Reda","Indiana University Indianapolis, USA; Argonne National Laboratory, University of Illinois Chicago, USA; Indiana University Indianapolis, USA",IEEE Transactions on Visualization and Computer Graphics,"28 Nov 2024","2025","31","1","754","764","People commonly utilize visualizations not only to examine a given dataset, but also to draw generalizable conclusions about the underlying models or phenomena. Prior research has compared human visual inference to that of an optimal Bayesian agent, with deviations from rational analysis viewed as problematic. However, human reliance on non-normative heuristics may prove advantageous in certain circumstances. We investigate scenarios where human intuition might surpass idealized statistical rationality. In two experiments, we examine individuals' accuracy in characterizing the parameters of known data-generating models from bivariate visualizations. Our findings indicate that, although participants generally exhibited lower accuracy compared to statistical models, they frequently outperformed Bayesian agents, particularly when faced with extreme samples. Participants appeared to rely on their internal models to filter out noisy visualizations, thus improving their resilience against spurious data. However, participants displayed overconfidence and struggled with uncertainty estimation. They also exhibited higher variance than statistical machines. Our findings suggest that analyst gut reactions to visualizations may provide an advantage, even when departing from rationality. These results carry implications for designing visual analytics tools, offering new perspectives on how to integrate statistical models and analyst intuition for improved inference and decision-making. The data and materials for this paper are available at https://osf.io/qmfv6","1941-0506","","10.1109/TVCG.2024.3456182","National Science Foundation(grant numbers:1942429); Office of Science; US Department of Energy(grant numbers:DE-AC02-06CH11357); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677479","Visual inference;statistical rationality;human-machine collaboration","Bayes methods;Data visualization;Uncertainty;Correlation;Accuracy;Decision making;Biological system modeling","","","","71","IEEE","11 Sep 2024","","","IEEE","IEEE Journals"
"Causal Priors and Their Influence on Judgements of Causality in Visualized Data","A. Z. Wang; D. Borland; T. C. Peck; W. Wang; D. Gotz","University of North Carolina at Chapel Hill (UNC), USA; RENCI at UNC, USA; Davidson College, USA; University of North Carolina at Chapel Hill (UNC), USA; University of North Carolina at Chapel Hill (UNC), USA",IEEE Transactions on Visualization and Computer Graphics,"28 Nov 2024","2025","31","1","765","775","“Correlation does not imply causation” is a famous mantra in statistical and visual analysis. However, consumers of visualizations often draw causal conclusions when only correlations between variables are shown. In this paper, we investigate factors that contribute to causal relationships users perceive in visualizations. We collected a corpus of concept pairs from variables in widely used datasets and created visualizations that depict varying correlative associations using three typical statistical chart types. We conducted two MTurk studies on (1) preconceived notions on causal relations without charts, and (2) perceived causal relations with charts, for each concept pair. Our results indicate that people make assumptions about causal relationships between pairs of concepts even without seeing any visualized data. Moreover, our results suggest that these assumptions constitute causal priors that, in combination with visualized association, impact how data visualizations are interpreted. The results also suggest that causal priors may lead to over- or under-estimation in perceived causal relations in different circumstances, and that those priors can also impact users' confidence in their causal assessments. In addition, our results align with prior work, indicating that chart type may also affect causal inference. Using data from the studies, we develop a model to capture the interaction between causal priors and visualized associations as they combine to impact a user's perceived causal relations. In addition to reporting the study results and analyses, we provide an open dataset of causal priors for 56 specific concept pairs that can serve as a potential benchmark for future studies. We also suggest remaining challenges and heuristic-based guidelines to help designers improve visualization design choices to better support visual causal inference.","1941-0506","","10.1109/TVCG.2024.3456381","National Science Foundation(grant numbers:2211845); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670433","Causal inference;Perception and cognition;Causal prior;Association;Causality;Visualization","Data visualization;Visualization;Cause effect analysis;Cognition;Correlation;Bars;Guidelines","","1","","65","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Beyond Correlation: Incorporating Counterfactual Guidance to Better Support Exploratory Visual Analysis","A. Z. Wang; D. Borland; D. Gotz","University of North Carolina at Chapel Hill, USA; RENCI at the University of North Carolina at Chapel Hill, USA; University of North Carolina at Chapel Hill, USA",IEEE Transactions on Visualization and Computer Graphics,"28 Nov 2024","2025","31","1","776","786","Providing effective guidance for users has long been an important and challenging task for efficient exploratory visual analytics, especially when selecting variables for visualization in high-dimensional datasets. Correlation is the most widely applied metric for guidance in statistical and analytical tools, however a reliance on correlation may lead users towards false positives when interpreting causal relations in the data. In this work, inspired by prior insights on the benefits of counterfactual visualization in supporting visual causal inference, we propose a novel, simple, and efficient counterfactual guidance method to enhance causal inference performance in guided exploratory analytics based on insights and concerns gathered from expert interviews. Our technique aims to capitalize on the benefits of counterfactual approaches while reducing their complexity for users. We integrated counterfactual guidance into an exploratory visual analytics system, and using a synthetically generated ground-truth causal dataset, conducted a comparative user study and evaluated to what extent counterfactual guidance can help lead users to more precise visual causal inferences. The results suggest that counterfactual guidance improved visual causal inference performance, and also led to different exploratory behaviors compared to correlation-based guidance. Based on these findings, we offer future directions and challenges for incorporating counterfactual guidance to better support exploratory visual analytics.","1941-0506","","10.1109/TVCG.2024.3456369","National Science Foundation(grant numbers:2211845); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670565","Counterfactual;Guidance;Exploratory visual analysis;Visual causal inference;Correlation","Visual analytics;Data visualization;Correlation;Complexity theory;Analytical models;Measurement;Electronic mail","","","","67","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Beware of Validation by Eye: Visual Validation of Linear Trends in Scatterplots","D. Braun; R. Chang; M. Gleicher; T. von Landesberger","University of Cologne, Germany; Tufts University, USA; University of Wisconsin, Madison, USA; University of Cologne, Germany",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","787","797","Visual validation of regression models in scatterplots is a common practice for assessing model quality, yet its efficacy remains unquantified. We conducted two empirical experiments to investigate individuals' ability to visually validate linear regression models (linear trends) and to examine the impact of common visualization designs on validation quality. The first experiment showed that the level of accuracy for visual estimation of slope (i.e., fitting a line to data) is higher than for visual validation of s lope (i.e., accepting a shown line). Notably, we found bias toward slopes that are “too steep” in both cases. This lead to novel insights that participants naturally assessed regression with orthogonal distances between the points and the line (i.e., ODR regression) rather than the common vertical distances (OLS regression). In the second experiment, we investigated whether incorporating common designs for regression visualization (error lines, bounding boxes, and confidence intervals) would improve visual validation. Even though error lines reduced validation bias, results failed to show the desired improvements in accuracy for any design. Overall, our findings suggest caution in using visual model validation for linear trends in scatterplots.","1941-0506","","10.1109/TVCG.2024.3456305","BMBF; NSF(grant numbers:2007436,1452977,2118201); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670522","Perception;visual model validation;visual model estimation;user study;information visualization","Visualization;Market research;Estimation;Correlation;Accuracy;Data models;Data visualization","","","","55","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"VMC: A Grammar for Visualizing Statistical Model Checks","Z. Guo; A. Kale; M. Kay; J. Hullman","Northwestern University, USA; University of Chicago, USA; Northwestern University, USA; Northwestern University, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","798","808","Visualizations play a critical role in validating and improving statistical models. However, the design space of model check visualizations is not well understood, making it difficult for authors to explore and specify effective graphical model checks. VMC defines a model check visualization using four components: (1) samples of distributions of checkable quantities generated from the model, including predictive distributions for new data and distributions of model parameters; (2) transformations on observed data to facilitate comparison; (3) visual representations of distributions; and (4) layouts to facilitate comparing model samples and observed data. We contribute an implementation of VMC as an R package. We validate VMC by reproducing a set of canonical model check examples, and show how using VMC to generate model checks reduces the edit distance between visualizations relative to existing visualization toolkits. The findings of an interview study with three expert modelers who used VMC highlight challenges and opportunities for encouraging exploration of correct, effective model check visualizations.","1941-0506","","10.1109/TVCG.2024.3456402","NSF(grant numbers:2211939); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10700937","Model checking and evaluation;Uncertainty visualization;Grammar of Graphics","Data models;Data visualization;Predictive models;Visualization;Grammar;Computational modeling;Analytical models;Model checking;Layout;Bayes methods","","","","55","IEEE","30 Sep 2024","","","IEEE","IEEE Journals"
"Compress and Compare: Interactively Evaluating Efficiency and Behavior Across ML Model Compression Experiments","A. Boggust; V. Sivaraman; Y. Assogba; D. Ren; D. Moritz; F. Hohman","Massachusetts Institute of Technology, USA; Carnegie Mellon University, USA; Apple, USA; Apple, USA; Apple, USA; Apple, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","809","819","To deploy machine learning models on-device, practitioners use compression algorithms to shrink and speed up models while maintaining their high-quality output. A critical aspect of compression in practice is model comparison, including tracking many compression experiments, identifying subtle changes in model behavior, and negotiating complex accuracy-efficiency trade-offs. However, existing compression tools poorly support comparison, leading to tedious and, sometimes, incomplete analyses spread across disjoint tools. To support real-world comparative workflows, we develop an interactive visual system called COMPRESS AND COMPARE. Within a single interface, COMPRESS AND COMPARE surfaces promising compression strategies by visualizing provenance relationships between compressed models and reveals compression-induced behavior changes by comparing models' predictions, weights, and activations. We demonstrate how COMPRESS AND COMPARE supports common compression analysis tasks through two case studies, debugging failed compression on generative language models and identifying compression artifacts in image classification models. We further evaluate COMPRESS AND COMPARE in a user study with eight compression experts, illustrating its potential to provide structure to compression workflows, help practitioners build intuition about compression, and encourage thorough analysis of compression's effect on model behavior. Through these evaluations, we identify compression-specific challenges that future visual analytics tools should consider and COMPRESS AND COMPARE visualizations that may generalize to broader model comparison tasks.","1941-0506","","10.1109/TVCG.2024.3456371","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10672545","Efficient machine learning;model compression;visual analytics;model comparison","Analytical models;Image coding;Measurement;Accuracy;Computational modeling;Data models;Quantization (signal)","","1","","70","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"ParetoTracker: Understanding Population Dynamics in Multi-Objective Evolutionary Algorithms Through Visual Analytics","Z. Zhang; F. Yang; R. Cheng; Y. Ma","Department of Computer Science and Engineering, Southern University of Science and Technology, China; Department of Computer Science and Engineering, Southern University of Science and Technology, China; Department of Computer Science and Engineering, Southern University of Science and Technology, China; Department of Computer Science and Engineering, Southern University of Science and Technology, China",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","820","830","Multi-objective evolutionary algorithms (MOEAs) have emerged as powerful tools for solving complex optimization problems characterized by multiple, often conflicting, objectives. While advancements have been made in computational efficiency as well as diversity and convergence of solutions, a critical challenge persists: the internal evolutionary mechanisms are opaque to human users. Drawing upon the successes of explainable AI in explaining complex algorithms and models, we argue that the need to understand the underlying evolutionary operators and population dynamics within MOEAs aligns well with a visual analytics paradigm. This paper introduces ParetoTracker, a visual analytics framework designed to support the comprehension and inspection of population dynamics in the evolutionary processes of MOEAs. Informed by preliminary literature review and expert interviews, the framework establishes a multi-level analysis scheme, which caters to user engagement and exploration ranging from examining overall trends in performance metrics to conducting fine-grained inspections of evolutionary operations. In contrast to conventional practices that require manual plotting of solutions for each generation, ParetoTracker facilitates the examination of temporal trends and dynamics across consecutive generations in an integrated visual interface. The effectiveness of the framework is demonstrated through case studies and expert interviews focused on widely adopted benchmark optimization problems.","1941-0506","","10.1109/TVCG.2024.3456142","National Natural Science Foundation of China(grant numbers:62202217); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2023A1515012889); Guangdong Key Program(grant numbers:2021QN02X794); Guangdong Natural Science Funds for Distinguished Young Scholar(grant numbers:2024B1515020019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670520","Visual analytics;multi-objective evolutionary algorithms;evolutionary computation","Optimization;Heuristic algorithms;Vectors;Evolutionary computation;Visual analytics;Interviews;Inspection","","","","67","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Revealing Interaction Dynamics: Multi-Level Visual Exploration of User Strategies with an Interactive Digital Environment","P. Yu; A. Nordman; M. Koc-Januchta; K. Schönborn; L. Besançon; K. Vrotsou","Linköping University, Sweden; Linköping University, Sweden; Linköping University, Sweden; Linköping University, Sweden; Linköping University, Sweden; Linköping University, Sweden",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","831","841","We present a visual analytics approach for multi-level visual exploration of users' interaction strategies in an interactive digital environment. The use of interactive touchscreen exhibits in informal learning environments, such as museums and science centers, often incorporate frameworks that classify learning processes, such as Bloom's taxonomy, to achieve better user engagement and knowledge transfer. To analyze user behavior within these digital environments, interaction logs are recorded to capture diverse exploration strategies. However, analysis of such logs is challenging, especially in terms of coupling interactions and cognitive learning processes, and existing work within learning and educational contexts remains limited. To address these gaps, we develop a visual analytics approach for analyzing interaction logs that supports exploration at the individual user level and multi-user comparison. The approach utilizes algorithmic methods to identify similarities in users' interactions and reveal their exploration strategies. We motivate and illustrate our approach through an application scenario, using event sequences derived from interaction log data in an experimental study conducted with science center visitors from diverse backgrounds and demographics. The study involves 14 users completing tasks of increasing complexity, designed to stimulate different levels of cognitive learning processes. We implement our approach in an interactive visual analytics prototype system, named VISID, and together with domain experts, discover a set of task-solving exploration strategies, such as “cascading” and “nested-loop”, which reflect different levels of learning processes from Bloom's taxonomy. Finally, we discuss the generalizability and scalability of the presented system and the need for further research with data acquired in the wild.","1941-0506","","10.1109/TVCG.2024.3456187","Swedish Research Council(grant numbers:2020-05000); Knut and Alice Wallenberg Foundation(grant numbers:KAW 2019.0024); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670552","Visual analytics;Visualization systems and tools;Interaction logs;Visualization techniques;Visual learning","Data visualization;Visual analytics;Filters;Touch sensitive screens;Conferences;Taxonomy;Museums","","1","","86","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
