"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Write, Rank, or Rate: Comparing Methods for Studying Visualization Affordances","C. Stokes; K. Lin; C. X. Bearfield","University of California, Berkeley, United States; University of California, Berkeley, United States; Georgia Institute of Technology, United States",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","309","319","A growing body of work on visualization affordances highlights how specific design choices shape reader takeaways from information visualizations. However, mapping the relationship between design choices and reader conclusions often requires labor-intensive crowdsourced studies, generating large corpora of free-response text for analysis. To address this challenge, we explored alternative scalable research methodologies to assess chart affordances. We test four elicitation methods from human-subject studies: free response, visualization ranking, conclusion ranking, and salience rating, and compare their effectiveness in eliciting reader interpretations of line charts, dot plots, and heatmaps. Overall, we find that while no method fully replicates affordances observed in free-response conclusions, combinations of ranking and rating methods can serve as an effective proxy at a broad scale. The two ranking methodologies were influenced by participant bias towards certain chart types and the comparison of suggested conclusions. Rating conclusion salience could not capture the specific variations between chart types observed in the other methods. To supplement this work, we present a case study with GPT-40, exploring the use of large language models (LLMs) to elicit human-like chart interpretations. This aligns with recent academic interest in leveraging LLMs as proxies for human participants to improve data collection and analysis efficiency. GPT-40 performed best as a human proxy for the salience rating methodology but suffered from severe constraints in other areas. Overall, the discrepancies in affordances we found between various elicitation methodologies, including GPT-40, highlight the importance of intentionally selecting and combining methods and evaluating trade-offs.","1941-0506","","10.1109/TVCG.2025.3633872","National Science Foundation Graduate Research Fellowship(grant numbers:DGE 2146752); NSF(grant numbers:IIS-2237585,IIS-2311575); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262794","Information visualizations;affordances;methodology;conclusions;large-language models","Affordances;Data visualization;Shape;Large language models;Encoding;Bars;Image color analysis;Heating systems;Data mining;Benchmark testing","","","","82","IEEE","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"“It Looks Sexy but it's Wrong.” Tensions in Creativity and Accuracy using genAI for Biomedical Visualization","R. Ziman; S. Saharan; G. McGill; L. Garrison","Univ. of Bergen, Norway; Univ. of Toronto, Canada; Harvard Medical School and Digizyme, United States; Univ. of Bergen, Norway",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","320","330","We contribute an in-depth analysis of the workflows and tensions arising from generative AI (genAI) use in biomedical visualization (BioMedVis). Although genAI affords facile production of aesthetic visuals for biological and medical content, the architecture of these tools fundamentally limits the accuracy and trustworthiness of the depicted information, from imaginary (or fanciful) molecules to alien anatomy. Through 17 interviews with a diverse group of practitioners and researchers, we qualitatively analyze the concerns and values driving genAI (dis)use for the visual representation of spatially-oriented biomedical data. We find that BioMedVis experts, both in roles as developers and designers, use genAI tools at different stages of their daily workflows and hold attitudes ranging from enthusiastic adopters to skeptical avoiders of genAI. In contrasting the current use and perspectives on genAI observed in our study with predictions towards genAI in the visualization pipeline from prior work, we refocus the discussion of genAI's effects on projects in visualization in the here and now with its respective opportunities and pitfalls for future visualization research. At a time when public trust in science is in jeopardy, we are reminded to first do no harm, not just in biomedical visualization but in science communication more broadly. Our observations reaffirm the necessity of human intervention for empathetic design and assessment of accurate scientific visuals. Supplemental study materials are available at https://osf.io/genaixbiomedvis/.","1941-0506","","10.1109/TVCG.2025.3633883","Trond Mohn Foundation(grant numbers:813558); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11278109","Biomedical visualization;science communication;generative AI;human-AI collaboration;creativity;qualitative methods","Data visualization;Visualization;Biomedical imaging;Pipelines;Biology;Accuracy;Art;Electronic mail;Bioinformatics;Soft sensors","","","","79","IEEE","4 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"Sel3DCraft: Interactive Visual Prompts for User-Friendly Text-to-3D Generation","N. Xiang; T. Liang; H. Huang; S. Jiang; H. Huang; Y. Huang; L. Chen; C. Wang; C. Li","East China Normal University, China; East China Normal University, China; East China Normal University, China; East China Normal University, China; East China Normal University, China; East China Normal University, China; East China Normal University, China; East China Normal University, China; East China Normal University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","331","341","Text-to-3D (T23D) generation has transformed digital content creation, yet remains bottlenecked by blind trial-and-error prompting processes that yield unpredictable results. While visual prompt engineering has advanced in text-to-image domains, its application to 3D generation presents unique challenges requiring multi-view consistency evaluation and spatial understanding. We present Sel3DCraft, a visual prompt engineering system for T23D that transforms unstructured exploration into a guided visual process. Our approach introduces three key innovations: a dual-branch structure combining retrieval and generation for diverse candidate exploration; a multi-view hybrid scoring approach that leverages MLLMs with innovative high-level metrics to assess 3D models with human-expert consistency; and a prompt-driven visual analytics suite that enables intuitive defect identification and refinement. Extensive testing and a user study demonstrate that Sel3DCraft surpasses other T23D systems in supporting creativity for designers.","1941-0506","","10.1109/TVCG.2025.3633875","NSSFC(grant numbers:22ZD05,62472178); Natural Science Foundation of Shanghai Municipality(grant numbers:24ZR1418300); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11271758","Prompt engineering;text-to-3D generation;shape exploration;visualization design;visual perception","Three-dimensional displays;Solid modeling;Prompt engineering;Interviews;Creativity;Shape;Visual analytics;Text to image;Technological innovation;Semantics","","","","56","IEEE","2 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"Can LLMs Bridge Domain and Visualization? A Case Study on High-Dimension Data Visualization in Single-Cell Transcriptomics","Q. Wang; X. Liu; N. Gehlenborg","Harvard Medical School, United States; Northeastern University, United States; Harvard Medical School, United States",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","342","352","While many visualizations are built for domain users (e.g., biologists, machine learning developers), understanding how visualizations are used in the domain has long been a challenging task. Previous research has relied on either interviewing a limited number of domain users or reviewing relevant application papers in the visualization community, neither of which provides comprehensive insight into visualizations “in the wild” of a specific domain. This paper aims to fill this gap by examining the potential of using Large Language Models (LLM) to analyze visualization usage in domain literature. We use high-dimension (HD) data visualization in sing-cell transcriptomics as a test case, analyzing 1,203 papers that describe 2,056 HD visualizations with highly specialized domain terminologies (e.g., biomarkers, cell lineage). To facilitate this analysis, we introduce a human-in-the-loop LLM workflow that can effectively analyze a large collection of papers and translate domain-specific terminology into standardized data and task abstractions. Instead of relying solely on LLMs for end-to-end analysis, our workflow enhances analytical quality through 1) integrating image processing and traditional NLP methods to prepare well-structured inputs for three targeted LLM subtasks (i.e., translating domain terminology, summarizing analysis tasks, and performing categorization), and 2) establishing checkpoints for human involvement and validation throughout the process. The analysis results, validated with expert interviews and a test set, revealed three often overlooked aspects in HD visualization: trajectories in HD spaces, inter-cluster relationships, and dimension clustering. This research provides a stepping stone for future studies seeking to use LLMs to bridge the gap between visualization design and domain-specific usage.","1941-0506","","10.1109/TVCG.2025.3633869","National Institutes of Health(grant numbers:R33 CA263666,OT2 OD033758,U24 CA268108); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11264318","High dimensional visualization;LLM-supported literature review;Visualization in the wild","Data visualization;Terminology;Surveys;Interviews;Transcriptomics;Prompt engineering;Manuals;Human in the loop;Computational modeling;Annotations","","","","62","IEEE","21 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"GhostUMAP2: Measuring and Analyzing $(r,d)$-Stability of UMAP","M. Jung; T. Fujiwara; J. Jo","Sungkyunkwan University, South Korea, Korea; Linköping University, Sweden; Sungkyunkwan University, South Korea, Korea",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","353","362","Despite the widespread use of Uniform Manifold Approximation and Projection (UMAP), the impact of its stochastic optimization process on the results remains underexplored. We observed that it often produces unstable results where the projections of data points are determined mostly by chance rather than reflecting neighboring structures. To address this limitation, we introduce $(r,d)$-stability to UMAP: a framework that analyzes the stochastic positioning of data points in the projection space. To assess how stochastic elements—specifically, initial projection positions and negative sampling—impact UMAP results, we introduce “ghosts“, or duplicates of data points representing potential positional variations due to stochasticity. We define a data point's projection as $(r,d)$-stable if its ghosts perturbed within a circle of radius $r$ in the initial projection remain confined within a circle of radius $d$ for their final positions. To efficiently compute the ghost projections, we develop an adaptive dropping scheme that reduces a runtime up to 60% compared to an unoptimized baseline while maintaining approximately 90% of unstable points. We also present a visualization tool that supports the interactive exploration of the $(r,d)$-stability of data points. Finally, we demonstrate the effectiveness of our framework by examining the stability of projections of real-world datasets and present usage guidelines for the effective use of our framework.","1941-0506","","10.1109/TVCG.2025.3633894","Institute of Information & communications Technology Planning & Evaluation; Korea government(grant numbers:RS-2019-III90421,RS-2023-00221186); Sungkyunkwan University; National Research Foundation of Korea; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11277399","Dimensionality reduction;manifold learning;stochastic optimization;reliability;visualization;WebGPU","Optimization;Distortion;Manifolds;Layout;High dimensional data;Thermal stability;Stability criteria;Principal component analysis;Force;Distortion measurement","","","","35","IEEE","4 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"Uncertainty-Aware PCA Revisited","L. Friesecke; C. Braune; C. Rössl; H. Theisel","Otto von Guericke University, Magdeburg, Germany; Otto von Guericke University, Magdeburg, Germany; Otto von Guericke University, Magdeburg, Germany; Otto von Guericke University, Magdeburg, Germany",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","363","373","Principal Component Analysis (PCA) is perhaps the most popular linear projection technique for dimensionality reduction. We consider PCA under the assumption that the high-dimensional data points are equipped with Gaussian uncertainty. Several approaches to such uncertainty-aware PCA have been developed recently in the visualization community. Since PCA is a discontinuous map, a small uncertainty in the data points can result in a huge uncertainty in the projected points. We show that the uncertainty of the data points also creates uncertainty in the eigenvectors of the covariance matrix that defines the PCA projection. We present a closed-form expression to quantify eigenvector uncertainty. Based on this, we propose a 3D glyph that supports the decision whether existing solutions for uncertainty-aware PCA are sufficient, or whether a more expensive sampling-based approach is required. We apply our approach to several test data sets.","1941-0506","","10.1109/TVCG.2025.3633868","DFG(grant numbers:TH 692/21-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11271321","PCA;dimensionality reduction;uncertainty visualization","Principal component analysis;Uncertainty;Covariance matrices;Data visualization;Vectors;Symmetric matrices;Eigenvalues and eigenfunctions;Three-dimensional displays;Tensors;Dimensionality reduction","","","","42","IEEE","28 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"What Makes a Visualization Image Complex?","M. Chu; Z. Qiu; M. Ling; S. Jiang; R. S. Laramee; M. Sedlmair; J. Chen","Ohio State University, USA; Ohio State University, USA; Ohio State University, USA; Ohio State University, USA; University of Nottingham, U.K.; University of Stuttgart, Germany; Ohio State University, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","374","384","We investigate the perceived visual complexity (VC) in data visualizations using objective image-based metrics. We collected VC scores through a large-scale crowdsourcing experiment involving 349 participants and 1,800 visualization images. We then examined how these scores align with 12 image-based metrics spanning pixel-based and statistic-information-theoretic (clutter), color, shape, and our two new object-based metrics (meaningful-color-count (MeC) and text-to-ink ratio (TiR)). Our results show that both low-level edges and high-level elements affect perceived VC in visualization images; the number of corners and distinct colors are robust metrics across visualizations. Second, feature congestion, a statistical information-theoretic metric capturing color and texture patterns, is the strongest predictor of perceived complexity in visualizations rich in the same continuous color/texture stimuli; edge density effectively explains VC in node-link diagrams. Additionally, we observe a bell-curve effect for texts: increasing TiR initially reduces complexity, reaching an optimal point, beyond which further text increases VC. Our quantification model is also interpretable-enabling metric-based explanations-grounded in the VisComplexity2K dataset, bridging computational metrics with human perceptual responses. The preregistration is available at osf.io/5xe8a. osf.io/bdet6 has the dataset and analysis code.","1941-0506","","10.1109/TVCG.2025.3633827","Deutsche Forschungsge-meinschaft(grant numbers:EXC 2120/1 - 390831618); Cluster of Excellent IntCDC; University of Stuttgart, Germany; Deutsche Forschungsgemeinschaft(grant numbers:251654672 - TRR 161); The Ohio State University IRB(grant numbers:2022B0363); EPSRC(grant numbers:EPSRC UKRI157,APP17227); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11264327","Perceived visual complexity;image-based metrics;scene-like;text-ink-ratio;meaningful-color-count","Measurement;Image color analysis;Visualization;Complexity theory;Data visualization;Clutter;Entropy;Observers;Image edge detection;Electronic mail","","","","100","IEEE","21 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Interactive Composition Operators An Alternative Approach for Selecting Linear Embedding Parameters","D. J. Lehmann; K. M. Blum; M. Rubio-Sánchez; K. Simon","Ostfalia University of Applied Sciences, Brunswick-Wolfenbüttel, Germany; Ostfalia University of Applied Sciences, Brunswick-Wolfenbüttel, Germany; URJC, Madrid, Spain; BOSCH GmbH, Stuttgart, Germany",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","385","395","Linear embeddings support interactive visual exploration by mapping high-dimensional (nD) data into a two-dimensional space. Despite their popularity, selecting meaningful projection parameters remains a key challenge due to the infinite 2$n$-dimensional parameter space. Once an informative projection is found, users often seek similar ones that emphasize specific items differently while preserving global structure. For instance: Do clusters become outliers under slight changes? Can grouped items separate-or merge-through parameter adjustments? Which changes to the embedding parameters lead to such projections - and do they exist at all? Answering these questions efficiently is critical for effective visual search. Yet, current methods-such as projection tours or manual parameter tuning-are time-consuming and risk overlooking important views, including those of specific interest. We propose Composition Operators, a mathematical foundation for a novel set-of-point manipulation concept for linear embeddings-such as Star Coordinates-as an alternative approach to selecting informative embedding parameters in a more controllable manner with respect to the desired outcome. Users specify item-based constraints on the projection result; the corresponding 2n parameters are then derived automatically, eliminating the need to exhaustively search the entire parameter space to get a similar outcome. Neither the embedding space nor the set of parameters is altered - only the mechanism for navigating and selecting parameters is redefined. We provide closed-form solutions for this and demonstrate our interactive prototype on nD datasets from the UCI repository.","1941-0506","","10.1109/TVCG.2025.3634874","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11270010","Star Coordinates;Multivariate Projections;Composition Operators;Multidimensional Data","Stars;Iterative methods;Aerospace electronics;Visualization;Navigation;Manuals;Closed-form solutions;Tuning;Prototypes;Optimization","","","","75","Crown","26 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"F-Hash: Feature-Based Hash Design for Time-Varying Volume Visualization via Multi-Resolution Tesseract Encoding","J. Sun; D. Lenz; H. Yu; T. Peterka","University of Nebraska-Lincoln, United States; Argonne National Laboratory, United States; University of Nebraska-Lincoln, United States; Argonne National Laboratory, United States",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","396","406","Interactive time-varying volume visualization is challenging due to its complex spatiotemporal features and sheer size of the dataset. Recent works transform the original discrete time-varying volumetric data into continuous Implicit Neural Representations (INR) to address the issues of compression, rendering, and super-resolution in both spatial and temporal domains. However, training the INR takes a long time to converge, especially when handling large-scale time-varying volumetric datasets. In this work, we proposed F-Hash, a novel feature-based multi-resolution Tesseract encoding architecture to greatly enhance the convergence speed compared with existing input encoding methods for modeling time-varying volumetric data. The proposed design incorporates multi-level collision-free hash functions that map dynamic 4D multi-resolution embedding grids without bucket waste, achieving high encoding capacity with compact encoding parameters. Our encoding method is agnostic to time-varying feature detection methods, making it a unified encoding solution for feature tracking and evolution visualization. Experiments show the F-Hash achieves state-of-the-art convergence speed in training various time-varying volumetric datasets for diverse features. We also proposed an adaptive ray marching algorithm to optimize the sample streaming for faster rendering of the time-varying neural representation.","1941-0506","","10.1109/TVCG.2025.3634812","National Science Foundation(grant numbers:IIS-1423487,IIS-1652846); Advanced Scientific Computing Research(grant numbers:AC02-06CHl1357); U.S. Department of Energy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11261881","Time-varying volume;volume visualization;input encoding;deep learning","Encoding;Data visualization;Training;Convergence;Rendering (computer graphics);Data models;Superresolution;Hash functions;Computational modeling;Neural radiance field","","","","51","IEEE","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"VolSegGS: Segmentation and Tracking in Dynamic Volumetric Scenes via Deformable 3D Gaussians","S. Yao; C. Wang","Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","407","417","Visualization of large-scale time-dependent simulation data is crucial for domain scientists to analyze complex phenomena, but it demands significant I/O bandwidth, storage, and computational resources. To enable effective visualization on local, low-end machines, recent advances in view synthesis techniques, such as neural radiance fields, utilize neural networks to generate novel visualizations for volumetric scenes. However, these methods focus on reconstruction quality rather than facilitating interactive visualization exploration, such as feature extraction and tracking. We introduce VolSegGS, a novel Gaussian splatting framework that supports interactive segmentation and tracking in dynamic volumetric scenes for exploratory visualization and analysis. Our approach utilizes deformable 3D Gaussians to represent a dynamic volumetric scene, allowing for real-time novel view synthesis. For accurate segmentation, we leverage the view-independent colors of Gaussians for coarse-level segmentation and refine the results with an affinity field network for fine-level segmentation. Additionally, by embedding segmentation results within the Gaussians, we ensure that their deformation enables continuous tracking of segmented regions over time. We demonstrate the effectiveness of VolSegGS with several time-varying datasets and compare our solutions against state-of-the-art methods. With the ability to interact with a dynamic scene in real time and provide flexible segmentation and tracking capabilities, VolSegGS offers a powerful solution under low computational demands. This framework unlocks exciting new possibilities for time-varying volumetric data analysis and visualization.","1941-0506","","10.1109/TVCG.2025.3642516","U.S. National Science Foundation(grant numbers:IIS-1955395,IIS-2101696,OAC-2104158,IIS-2401144); U.S. Department of Energy(grant numbers:DE-SC0023145); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295944","Volume visualization;novel view synthesis;scene segmentation;segment tracking;deformable Gaussian splatting","Three-dimensional displays;Data visualization;Neural radiance field;Real-time systems;Rendering (computer graphics);Deformation;Training;Image segmentation;Image color analysis;Foundation models","","2","","75","IEEE","10 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"Mixture of Cluster-Guided Experts for Retrieval-Augmented Label Placement","P. Zhang; E. Che; Y. Chen; B. Huang; H. Ling; J. Qu","College of Computer and Information Science, Southwest University, USA; College of Computer and Information Science, Southwest University, USA; College of Computer and Information Science, Southwest University, USA; College of Computer and Information Science, Southwest University, USA; Department of Artificial Intelligence, Westlake University, China; College of Computer and Information Science, Southwest University, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","418","428","Text labels are widely used to convey auxiliary information in visualization and graphic design. The substantial variability in the categories and structures of labeled objects leads to diverse label layouts. Recent single-model learning-based solutions in label placement struggle to capture fine-grained differences between these layouts, which in turn limits their performance. In addition, although human designers often consult previous works to gain design insights, existing label layouts typically serve merely as training data, limiting the extent to which embedded design knowledge can be exploited. To address these challenges, we propose a mixture of cluster-guided experts (MoCE) solution for label placement. In this design, multiple experts jointly refine layout features, with each expert responsible for a specific cluster of layouts. A cluster-based gating function assigns input samples to experts based on representation clustering. We implement this idea through the Label Placement Cluster-guided Experts (LPCE) model, in which a MoCE layer integrates multiple feed-forward networks (FFNs), with each expert composed of a pair of FFNs. Furthermore, we introduce a retrieval augmentation strategy into LPCE, which retrieves and encodes reference layouts for each input sample to enrich its representations. Extensive experiments demonstrate that LPCE achieves superior performance in label placement, both quantitatively and qualitatively, surpassing a range of state-of-the-art baselines. Our algorithm is available at https://github.com/PingshunZhang/LPCE.","1941-0506","","10.1109/TVCG.2025.3642518","Natural Science Foundation of Chongqing(grant numbers:CSTB2023NSCQ-MSX0881); Fundamental Research Funds for the Central Universities(grant numbers:SWU-KR22032); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295938","Label placement;Mixture of experts;Retrieval augmentation","Layout;Transformers;Visualization;Training data;Labeling;Feature extraction;Learning systems;Training;Retrieval augmented generation;Predictive models","","","","68","IEEE","10 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"SynAnno: Interactive Guided Proofreading of Synaptic Annotations","L. Lauenburg; J. Troidl; A. Gohain; Z. Lin; H. Pfister; D. Wei","Department of Computer Science, Boston College, USA; School of Engineering & Applied Sciences, Harvard University, USA; Department of Computer Science, Boston College, USA; School of Engineering & Applied Sciences, Harvard University, USA; School of Engineering & Applied Sciences, Harvard University, USA; Department of Computer Science, Boston College, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","429","439","Connectomics, a subfield of neuroscience, aims to map and analyze synapse-level wiring diagrams of the nervous system. While recent advances in deep learning have accelerated automated neuron and synapse segmentation, reconstructing accurate connectomes still demands extensive human proofreading to correct segmentation errors. We present SynAnno, an interactive tool designed to streamline and enhance the proofreading of synaptic annotations in large-scale connectomics datasets. SynAnno integrates into existing neuroscience workflows by enabling guided, neuron-centric proofreading. To address the challenges posed by the complex spatial branching of neurons, it introduces a structured workflow with an optimized traversal path and a 3D mini-map for tracking progress. In addition, SynAnno incorporates fine-tuned machine learning models to assist with error detection and correction, reducing the manual burden and increasing proofreading efficiency. We evaluate SynAnno through a user and case study involving seven neuroscience experts. Results show that SynAnno significantly accelerates synapse proofreading while reducing cognitive load and annotation errors through structured guidance and visualization support. The source code and interactive demo are available at: https://github.com/PytorchConnectomics/SynAnno.","1941-0506","","10.1109/TVCG.2025.3634824","NSF(grant numbers:NSF-IIS-2239688); NIH(grant numbers:lUOlNS132158,ROIHDI04969); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11300971","Connectomics;Synaptic Annotations;Neuron-Centric;Proofreading Workflow","Synapses;Neurons;Annotations;Neuroscience;Accuracy;Three-dimensional displays;Reviews;Manuals;Neural circuits;Image reconstruction","","","","48","IEEE","15 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"DKMap: Interactive Exploration of Vision-Language Alignment in Multimodal Embeddings via Dynamic Kernel Enhanced Projection","Y. Ye; C. Ruan; Y. Zhang; Z. Deng; W. Zeng","Hong Kong University of Science and Technology (Guangzhou), China; Hong Kong University of Science and Technology (Guangzhou), China; University of Oxford, U.K.; South China University of Technology, China; Hong Kong University of Science and Technology (Guangzhou), China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","440","450","Examining vision-language alignment in multimodal embeddings is crucial for various tasks, such as evaluating generative models and filtering pretraining data. The intricate nature of high-dimensional features necessitates dimensionality reduction (DR) methods to explore alignment of multimodal embeddings. However, existing DR methods fail to account for cross-modal alignment metrics, resulting in severe occlusion of points with divergent metrics clustered together, inaccurate contour maps from over-aggregation, and insufficient support for multi-scale exploration. To address these problems, this paper introduces DKMap, a novel DR visualization technique for interactive exploration of multimodal embeddings through Dynamic Kernel enhanced projection. First, rather than performing dimensionality reduction and contour estimation sequentially, we introduce a kernel regression supervised t-SNE that directly integrates post-projection contour mapping into the projection learning process, ensuring cross-modal alignment mapping accuracy. Second, to enable multi-scale exploration with dynamic zooming and progressively enhanced local detail, we integrate validation-constrained a refinement of a generalized t-kernel with quad-tree-based multi-resolution technique, ensuring reliable kernel parameter tuning without overfitting. DKMap is implemented as a multi-platform visualization tool, featuring a web-based system for interactive exploration and a Python package for computational notebook analysis. Quantitative comparisons with baseline DR techniques demonstrate DKMap's superiority in accurately mapping cross-modal alignment metrics. We further demonstrate generalizability and scalability of DKMap with three usage scenarios, including visualizing million-scale text-to-image corpus, comparatively evaluating generative models, and exploring a billion-scale pretraining dataset.","1941-0506","","10.1109/TVCG.2025.3642641","National Natural Science Foundation of China(grant numbers:62172398,62402184); Guangxi Science and Technology Program(grant numbers:25069470); Guangdong Provincial Fund for Basic and Applied Basic Research - Regional Joint Fund Project(grant numbers:2023B1515120078); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11363926","Kernel Regression;Vision-language Alignment;Multimodal Embeddings;Interactive Exploration","Measurement;Kernel;Data visualization;Data models;Accuracy;Overfitting;Bandwidth;Semantics;Visualization;Text to image","","","","77","IEEE","28 Jan 2026","Jan. 2026","","IEEE","IEEE Journals"
"ProactiveVA: Proactive Visual Analytics with LLM-Based UI Agent","Y. Zhao; X. Shu; L. Fan; L. Gao; Y. Zhang; S. Chen","Fudan University, China; Fudan University, China; Fudan University, China; Fudan University, China; University of Oxford, U.K.; Fudan University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","451","461","Visual analytics (VA) is typically applied to complex data, thus requiring complex tools. While visual analytics empowers analysts in data analysis, analysts may get lost in the complexity occasionally. This highlights the need for intelligent assistance mechanisms. However, even the latest LLM-assisted VA systems only provide help when explicitly requested by the user, making them insufficiently intelligent to offer suggestions when analysts need them the most. We propose a ProactiveVA framework in which LLM-powered UI agent monitors user interactions and delivers context-aware assistance proactively. To design effective proactive assistance, we first conducted a formative study analyzing help-seeking behaviors in user interaction logs, identifying when users need proactive help, what assistance they require, and how the agent should intervene. Based on this analysis, we distilled key design requirements in terms of intent recognition, solution generation, interpretability and controllability. Guided by these requirements, we develop a three-stage UI agent pipeline including perception, reasoning, and acting. The agent autonomously perceives users' needs from VA interaction logs, providing tailored suggestions and intuitive guidance through interactive exploration of the system. We implemented the framework in two representative types of VA systems, demonstrating its generalizability, and evaluated the effectiveness through an algorithm evaluation, case and expert study and a user study. We also discuss current design trade-offs of proactive VA and areas for further exploration.","1941-0506","","10.1109/TVCG.2025.3642628","Natural Science Foundation of China(grant numbers:62472099); Ji Hua Laboratory(grant numbers:X250881 UG250); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11300819","Visual analytics;mixed-initiative;large language model;interface agent;proactive agent;human-AI collaboration","Visual analytics;Data visualization;Collaboration;Timing;Monitoring;Planning;Interviews;Real-time systems;Large language models;Hands","","","","80","IEEE","15 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"Dataset-Adaptive Dimensionality Reduction","H. Jeon; J. Park; S. Lee; D. H. Kim; S. Shin; J. Seo","Seoul National University, Korea; Seoul National University, Korea; Seoul National University, Korea; Yonsei University, Korea; Aviz at Inria-Saclay, Universite Paris-Saclay, Saclay, France; Seoul National University, Korea",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","462","472","Selecting the appropriate dimensionality reduction (DR) technique and determining its optimal hyperparameter settings that maximize the accuracy of the output projections typically involves extensive trial and error, often resulting in unnecessary computational overhead. To address this challenge, we propose a dataset-adaptive approach to DR optimization guided by structural complexity metrics. These metrics quantify the intrinsic complexity of a dataset, predicting whether higher-dimensional spaces are necessary to represent it accurately. Since complex datasets are often inaccurately represented in two-dimensional projections, leveraging these metrics enables us to predict the maximum achievable accuracy of DR techniques for a given dataset, eliminating redundant trials in optimizing DR. We introduce the design and theoretical foundations of these structural complexity metrics. We quantitatively verify that our metrics effectively approximate the ground truth complexity of datasets and confirm their suitability for guiding dataset-adaptive DR workflow. Finally, we empirically show that our dataset-adaptive workflow significantly enhances the efficiency of DR optimization without compromising accuracy.","1941-0506","","10.1109/TVCG.2025.3634784","National Research Foundation of Korea; Institute of Information & communications Technology Planning & Evaluation (IITP); Korean government(grant numbers:2023R1A2C200520911,RS-2021-II211343); Seoul National University; SNU-Global Excellence Research Center establishment project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11270013","Dimensionality reduction;Structural complexity;High-dimensional data;Optimization;Dataset-adaptive workflow","Measurement;Accuracy;Complexity theory;Optimization;Distortion;Machine learning;Hyperparameter optimization;Computational modeling;Benchmark testing;Predictive models","","","","78","IEEE","26 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
