"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Probing the Visualization Literacy of Vision Language Models: The Good, the Bad, and the Ugly","L. Dong; A. Crisan","University of Waterloo, Canada; University of Waterloo, Canada",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1175","1185","Vision Language Models (VLMs) demonstrate promising chart comprehension capabilities. Yet, prior explorations of their visualization literacy have been limited to assessing their response correctness and fail to explore their internal reasoning. To address this gap, we adapted attention-guided class activation maps (AG-CAM) for VLMs, to visualize the influence and importance of input features (image and text) on model responses. Using this approach, we conducted an examination of four open-source (ChartGemma, Janus 1B and 7B, and LLaVA) and two closed-source (GPT-4o, Gemini) models comparing their performance and, for the open-source models, their AG-CAM results. Overall, we found that ChartGemma, a 3B parameter VLM fine-tuned for chart question-answering (QA), outperformed other open-source models and exhibited performance on par with significantly larger closed-source VLMs. We also found that VLMs exhibit spatial reasoning by accurately localizing key chart features, and semantic reasoning by associating visual elements with corresponding data values and query tokens. Our approach is the first to demonstrate the use of AG-CAM on early fusion VLM architectures, which are widely used, and for chart QA. We also show preliminary evidence that these results can align with human reasoning. Our promising open-source VLMs results pave the way for transparent and reproducible research in AI visualization literacy. Code and Supplemental Materials: https://osf.io/fp3rg","1941-0506","","10.1109/TVCG.2025.3634791","Cheriton School of Computer Science Undergraduate Research Fellowship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11261397","Vision Language Models;Visualization Literacy;Explainability;Chart Question and Answering","Data visualization;Cognition;Visualization;Adaptation models;Semantics;Transformers;Bars;Public transportation;Market research;Correlation","","","","65","IEEE","19 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Here's what you need to know about my data: Exploring Expert Knowledge's Role in Data Analysis","H. Lin; M. Lisnic; D. Akbaba; M. Meyer; A. Lex","University of Utah, USA; University of Utah, USA; Linköping University, Sweden; Linköping University, Sweden; University of Utah, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1186","1196","Data-driven decision making has become a popular practice in science, industry, and public policy. Yet data alone, as an imperfect and partial representation of reality, is often insufficient to make good analysis decisions. Knowledge about the context of a dataset, its strengths and weaknesses, and its applicability for certain tasks is essential. Analysts are often not only familiar with the data itself, but also have data hunches about their analysis subject. In this work, we present an interview study with analysts from a wide range of domains and with varied expertise and experience, inquiring about the role of contextual knowledge. We provide insights into how data is insufficient in analysts' workflows and how they incorporate other sources of knowledge into their analysis. We analyzed how knowledge of data shaped their analysis outcome. Based on the results, we suggest design opportunities to better and more robustly consider both knowledge and data in analysis processes.","1941-0506","","10.1109/TVCG.2025.3634821","National Science Foundation(grant numbers:1835904); Wallenberg AI, Autonomous Systems and Software Program; Knut and Alice Wallenberg Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11293215","Human-Subjects Qualitative Studies","Data visualization;Interviews;Uncertainty;Decision making;Text analysis;Missiles;Industries;Gender issues;Data science;Public policy","","","","81","IEEE","10 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"VA-Blueprint: Uncovering Building Blocks for Visual Analytics System Design","L. Ferreira; G. Moreira; F. Miranda","University of Illinois Chicago, USA; University of Illinois Chicago, USA; University of Illinois Chicago, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1197","1207","Designing and building visual analytics (VA) systems is a complex, iterative process that requires the seamless integration of data processing, analytics capabilities, and visualization techniques. While prior research has extensively examined the social and collaborative aspects of VA system authoring, the practical challenges of developing these systems remain underexplored. As a result, despite the growing number of VA systems, there are only a few structured knowledge bases to guide their design and development. To tackle this gap, we propose VA-Blueprint, a methodology and knowledge base that systematically reviews and categorizes the fundamental building blocks of urban VA systems, a domain particularly rich and representative due to its intricate data and unique problem sets. Applying this methodology to an initial set of 20 systems, we identify and organize their core components into a multi-level structure, forming an initial knowledge base with a structured blueprint for VA system development. To scale this effort, we leverage a large language model to automate the extraction of these components for other 81 papers (completing a corpus of 101 papers), assessing its effectiveness in scaling knowledge base construction. We evaluate our method through interviews with experts and a quantitative analysis of annotation metrics. Our contributions provide a deeper understanding of VA systems' composition and establish a practical foundation to support more structured, reproducible, and efficient system development. VA-Blueprint is available at urbantk.org/va-blueprint.","1941-0506","","10.1109/TVCG.2025.3634809","U.S. National Science Foundation(grant numbers:2320261,2330565,2411223); Open-Source Cyberinfrastructure for Urban Computing; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11278107","Visual analytics;large language models;knowledge base;system development;urban visual analytics","Knowledge based systems;Data visualization;Data processing;Taxonomy;Data mining;Visual analytics;Three-dimensional displays;Systematics;Iterative methods;Geometry","","","","67","IEEE","4 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"BDIViz: An Interactive Visualization System for Biomedical Schema Matching with LLM-Powered Validation","E. Wu; D. G. Turakhia; G. Wu; C. Koutras; S. Keegan; W. Liu; B. Szeitz; D. Fenyo; C. T. Silva; J. Freire","NYU Tandon School of Engineering, USA; NYU Tandon School of Engineering, USA; NYU Tandon School of Engineering, USA; NYU Tandon School of Engineering, USA; NYU Grossman School of Medicine, USA; NYU Grossman School of Medicine, USA; NYU Grossman School of Medicine, USA; NYU Grossman School of Medicine, USA; NYU Tandon School of Engineering, USA; NYU Tandon School of Engineering, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1208","1218","Biomedical data harmonization is essential for enabling exploratory analyses and meta-studies, but the process of schema matching-identifying semantic correspondences between elements of disparate datasets (schemas)-remains a labor-intensive and error-prone task. Even state-of-the-art automated methods often yield low accuracy when applied to biomedical schemas due to the large number of attributes and nuanced semantic differences between them. We present BDIViz, a novel visual analytics system designed to streamline the schema matching process for biomedical data. Through formative studies with domain experts, we identified key requirements for an effective solution and developed interactive visualization techniques that address both scalability challenges and semantic ambiguity. BDIViz employs an ensemble approach that combines multiple matching methods with LLM-based validation, summarizes matches through interactive heatmaps, and provides coordinated views that enable users to quickly compare attributes and their values. Our method-agnostic design allows the system to integrate various schema matching algorithms and adapt to application-specific needs. Through two biomedical case studies and a within-subject user study with domain experts, we demonstrate that BDIViz significantly improves matching accuracy while reducing cognitive load and curation time compared to baseline approaches.","1941-0506","","10.1109/TVCG.2025.3634843","NSF(grant numbers:IIS-2106888,OAC-2411221); DARPA ASKEM(grant numbers:HR0011262087); DARPA; U.S. Government; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11299421","Schema matching;Biomedical data harmonization;Data visualization;User-in-the-loop;LLM-based schema matching","Semantics;Data visualization;Bioinformatics;Accuracy;Visual analytics;Scalability;Graphical user interfaces;Cancer;Space heating;User centered design","","","","80","IEEE","12 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"TrajLens: Visual Analysis for Constructing Cell Developmental Trajectories in Cross-Sample Exploration","Q. Wang; S. Ruan; R. Sheng; Y. Wang; M. Zhu; H. Qu","Sichuan University, China; Singapore Management University, Singapore; Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Nanyang Technological University, Singapore; Sichuan University, China; Hong Kong University of Science and Technology, Hong Kong, Hong Kong",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1219","1229","Constructing cell developmental trajectories is a critical task in single-cell RNA sequencing (scRNA-seq) analysis, enabling the inference of potential cellular progression paths. However, current automated methods are limited to establishing cell developmental trajectories within individual samples, necessitating biologists to manually link cells across samples to construct complete cross-sample evolutionary trajectories that consider cellular spatial dynamics. This process demands substantial human effort due to the complex spatial correspondence between each pair of samples. To address this challenge, we first proposed a GNN-based model to predict cross-sample cell developmental trajectories. We then developed TrajLens, a visual analytics system that supports biologists in exploring and refining the cell developmental trajectories based on predicted links. Specifically, we designed the visualization that integrates features on cell distribution and developmental direction across multiple samples, providing an overview of the spatial evolutionary patterns of cell populations along trajectories. Additionally, we included contour maps superimposed on the original cell distribution data, enabling biologists to explore them intuitively. To demonstrate our system's performance, we conducted quantitative evaluations of our model with two case studies and expert interviews to validate its usefulness and effectiveness.","1941-0506","","10.1109/TVCG.2025.3634875","National Natural Science Foundation of China(grant numbers:62172289); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262809","Visual Analytics;Single-cell RNA Sequencing;Cell Developmental Trajectories","Trajectory;Biology;Data visualization;Biological system modeling;Spatiotemporal phenomena;Predictive models;Gene expression;Computational modeling;Visual analytics;Interviews","","","","70","IEEE","21 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"TrialCompass: Visual Analytics for Enhancing the Eligibility Criteria Design of Clinical Trials","R. Sheng; X. Wang; J. Wang; X. Jin; Z. Sheng; Z. Xu; S. Rajendran; H. Qu; F. Wang","Hong Kong University of Science and Technology, Hong Kong, China; Bosch, Germany; Hong Kong University of Science and Technology, Hong Kong, China; Hong Kong University of Science and Technology, Hong Kong, China; Hong Kong University of Science and Technology, Hong Kong, China; Cornell University, USA; Cornell University, USA; Hong Kong University of Science and Technology, Hong Kong, China; Cornell University, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1230","1240","Eligibility criteria play a critical role in clinical trials by determining the target patient population, which significantly influences the outcomes of medical interventions. However, current approaches for designing eligibility criteria have limitations to support interactive exploration of the large space of eligibility criteria. They also ignore incorporating detailed characteristics from the original electronic health record (EHR) data for criteria refinement. To address these limitations, we proposed TrialCompass, a visual analytics system integrating a novel workflow, which can empower clinicians to iteratively explore the vast space of eligibility criteria through knowledge-driven and outcome-driven approaches. TrialCompass supports history-tracking to help clinicians trace the evolution of their adjustments and decisions when exploring various forms of data (i.e., eligibility criteria, outcome metrics, and detailed characteristics of original EHR data) through these two approaches. This feature can help clinicians comprehend the impact of eligibility criteria on outcome metrics and patient characteristics, which facilitates systematic refinement of eligibility criteria. Using a real-world dataset, we demonstrated the effectiveness of TrialCompass in providing insights into designing eligibility criteria for septic shock and sepsis-associated acute kidney injury. We also discussed the research prospects of applying visual analytics to clinical trials.","1941-0506","","10.1109/TVCG.2025.3634803","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11261878","Visual Analytics;Healthcare;Clinical Trials;Decision Making;Electronic Health Record (EHR)","Clinical trials;Visual analytics;Data visualization;Space exploration;Decision making;Hazards;History;Artificial intelligence;Electronic mail;Diseases","","","","56","IEEE","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Understanding Aortic Dissection Hemodynamics: Evaluating Adapted Smoke Surfaces Against Streakline-Based Techniques","A. Schroeder; K. Ostendorf; K. Bäumler; D. Mastrodicasa; D. Fleischmann; B. Preim; H. Theisel; G. Mistelbauer","Otto-von-Guericke-University, Magdeburg, Germany; Otto-von-Guericke-University, Magdeburg, Germany; Stanford University, Stanford, CA, USA; University of Washington, Seattle, Washington, USA; Stanford University, Stanford, CA, USA; Otto-von-Guericke-University, Magdeburg, Germany; Otto-von-Guericke-University, Magdeburg, Germany; Stanford University, Stanford, CA, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1241","1251","Aortic dissection is a life-threatening cardiovascular disease characterized by blood entering the media layer of the aortic vessel wall. This creates a second flow channel, known as the false lumen, which weakens the aortic wall and can potentially lead to fatal aortic rupture. Current risk stratification of aortic dissections is primarily based on morphological features of the aorta. However, hemodynamics also play a significant role in disease progression, though their investigation and visualization remain challenging. Common flow visualizations often experience visual clutter, especially when dealing with the intricate morphologies of aortic dissections. In this work, we implement and evaluate different approaches to visualizing the flow in aortic dissections effectively. We employ three techniques, namely streaklines with depth-dependent halos, transparent streaklines, and smoke surfaces. The latter is a technique based on streak surfaces, enhanced with opacity modulations, to produce a smoke-like appearance that improves visual clarity. We adapt the original opacity modulation of smoke surfaces to visualize flow even within the complex geometries of aortic dissections, thereby enhancing visual fidelity. To effectively capture dissection hemodynamics, we developed customized seeding structures that adapt to the shape of the surrounding lumen. Our evaluation, conducted via an online questionnaire, included medical professionals, fluid simulation experts, and visualization specialists. By analyzing results across these groups, we highlight differences in preference and interpretability, offering insight into domain-specific needs. No single visualization technique emerged as the best overall. Smoke surfaces provide the best overall clarity and visual realism. However, participants found streaklines with halos to be the best for quantifying flow, dispite them introducing significant visual clutter. Transparent streaklines serve as a middle ground, offering improved clarity over halos while maintaining some level of detail. Across all participant groups, smoke surfaces were rated as the most visually appealing and lifelike, with medical professionals highlighting their resemblance to contrast-agent injections used in clinical practice.","1941-0506","","10.1109/TVCG.2025.3634823","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262813","Medical Visualization;Flow Visualization;Hemodynamics;Aortic Dissection","Visualization;Data visualization;Lumen;Hemodynamics;Rendering (computer graphics);Clutter;Surface morphology;Magnetic resonance imaging;Location awareness;Blood","","","","44","CCBY","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"An Intelligent Interactive Visual Analytics System for Exploring Large and Multi-Scale Pathology Images","C. Xu; R. Yang; W. Li; X. Fu; L. Fang; Z. Feng; X. Zhang; C. Wang; M. Song; W. Chen","School of Computer and Computing Science, Hangzhou City University, China; Polytechnic Institute of Zhejiang University, China; School of Software Technology, Zhejiang University, China; School of Computer and Computing Science, Hangzhou City University, China; School of Computer and Computing Science, Hangzhou City University, China; College of Computer Science and Technology, Zhejiang University, China; The First Affiliated Hospital, College of Medicine, Zhejiang University, China; College of Computer Science and Technology, Zhejiang University, China; College of Computer Science and Technology, Zhejiang University, China; College of Computer Science and Technology, Zhejiang University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1252","1261","Pathology images are crucial for cancer diagnosis and treatment. Although artificial intelligence has driven rapid advancements in pathology image analysis, the interpretation of ultra-large and multi-scale pathology images in clinical practice still heavily relies on physicians' experience. Clinicians need to repeatedly zoom in and out on individual slides to compare and assess pathological details - a process that is both time-consuming and prone to visual fatigue. The system first employs a diffusion model to perform tissue segmentation on pathology images, then calculates pathological tissue proportions and morphological metrics. Finally, through multi-scale dynamic comparison and multi-level visual evaluation, the system facilitates comprehensive and precise analysis of pathology images. The system provides clinicians with an intelligent and interactive tool for pathology image interpretation, enabling efficient visualization and precise analysis of pathological details, thereby reducing the effort require for detailed analysis.","1941-0506","","10.1109/TVCG.2025.3634833","Zhejiang Provincial Natural Science Foundation of China(grant numbers:LQ24F020018); Natural Science Foundation of China(grant numbers:62302431); Zhejiang Key Laboratory of Big Data Intelligent Computing; Supercomputing Center of Hangzhou City University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11299479","Pathology Image;Diffusion Model;Large-Scale;Visual Analytics;Interactive Exploration","Pathology;Data visualization;Cancer;Image segmentation;Visual analytics;Image analysis;Artificial intelligence;Lesions;Diffusion models;Accuracy","","","","27","IEEE","15 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"EmbryoProfiler: A Visual Clinical Decision Support System for IVF","J. Knittel; S. Warchol; J. Troidl; C. D. Brumar; H. Y. Yang; E. Mörth; R. Krüger; D. Needleman; D. Ben-Yosef; H. Pfister","Harvard University, USA; Harvard University, USA; Harvard University, USA; Harvard University, USA; Harvard University, USA; Harvard University, USA; New York University (NYU), USA; Harvard University, USA; Tel-Aviv Sourasky Medical Center and Tel Aviv University, Israel; Harvard University, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1262","1272","In-vitro fertilization (IVF) has become standard practice to address infertility, which affects more than one in ten couples in the US. However, current protocols yield relatively low success rates of about 20% per treatment cycle. A critical but complex and time-consuming step is the grading and selection of embryos for implantation. Although incubators with time-lapse microscopy have enabled computational analysis of embryo development, existing automated approaches either require extensive manual annotations or use opaque deep learning models that are hard for clinicians to validate and trust. We present EmbryoProfiler, a visual analytics system collaboratively developed with embryologists, biologists, and machine learning researchers to support clinicians in visually assessing embryo viability from time-lapse microscopy imagery. Our system incorporates a deep learning pipeline that automatically annotates microscopy images and extracts clinically interpretable features relevant for embryo grading. Our contributions include: (1) a semi-automatic, visualization-based workflow that guides clinicians through fertilization assessment, developmental timing evaluation, morphological inspection, and comparative analysis of embryos; (2) innovative interactive visualizations, such as cell-shape plots, designed to facilitate efficient analysis of morphological and developmental characteristics; and (3) an integrated, explainable machine learning classifier offering transparent, clinically-informed embryo viability scoring to predict live birth outcomes. Quantitative evaluation of our classifier and qualitative case studies conducted with practitioners demonstrate that EmbryoProfiler enables clinicians to make better-informed embryo selection decisions, potentially leading to improved clinical outcomes in IVF treatments.","1941-0506","","10.1109/TVCG.2025.3634780","Harvard Data Science Initiative Postdoctoral Fellowship(grant numbers:R01HD104969,1U01CA284207); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11278822","In-vitro fertilization;embryo selection;visual analytics","Embryo;Data visualization;Microscopy;Videos;Timing;Visual analytics;Subspace constraints;Predictive models;Manuals;Feature extraction","","","","67","IEEE","5 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"Quantifying Visualization Vibes: Measuring Socio-Indexicality at Scale","A. R. Fox; M. Morgenstern; G. M. Jones; A. Satyanarayan","MIT CSAIL, USA; MIT Department of Anthropology, USA; MIT Department of Anthropology, USA; MIT CSAIL, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1273","1283","What impressions might readers form with visualizations that go beyond the data they encode? In this paper, we build on recent work that demonstrates the socio-indexical function of visualization, showing that visualizations communicate more than the data they explicitly encode. Bridging this with prior work examining public discourse about visualizations, we contribute an analytic framework for describing inferences about an artifact's social provenance. Via a series of attribution-elicitation surveys, we offer descriptive evidence that these social inferences: (1) can be studied asynchronously, (2) are not unique to a particular sociocultural group or a function of limited data literacy, and (3) may influence assessments of trust. Further, we demonstrate (4) how design features act in concert with the topic and underlying messages of an artifact's data to give rise to such ‘beyond-data’ readings. We conclude by discussing the design and research implications of inferences about social provenance, and why we believe broadening the scope of research on human factors in visualization to include sociocultural phenomena can yield actionable design recommendations to address urgent challenges in public data communication.","1941-0506","","10.1109/TVCG.2025.3634819","MIT METEOR; PFPFEE fellowships; National Science Foundation(grant numbers:1900991); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11268976","semiotics;socio-indexicality;social provenance;engagement;visualization psychology;public data communication","Data visualization;Data communication;Anthropology;Surveys;Interviews;Human factors;Visualization;Social networking (online);Shape;Electronic mail","","1","","78","IEEE","25 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Visualization Vibes: The Socio-Indexical Function of Visualization Design","M. Morgenstern; A. R. Fox; G. M. Jones; A. Satyanarayan","MIT Department of Anthropology, USA; MIT CSAIL, USA; MIT Department of Anthropology, USA; MIT CSAIL, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1284","1294","In contemporary information ecologies saturated with misinformation, disinformation, and a distrust of science itself, public data communication faces significant hurdles. Although visualization research has broadened criteria for effective design, governing paradigms privilege the accurate and efficient transmission of data. Drawing on theory from linguistic anthropology, we argue that such approaches-focused on encoding and decoding propositional content-cannot fully account for how people engage with visualizations and why particular visualizations might invite adversarial or receptive responses. In this paper, we present evidence that data visualizations communicate not only semantic, propositional meaning-meaning about data-but also social, indexical meaning-meaning beyond data. From a series of ethnographically-informed interviews, we document how readers make rich and varied assessments of a visualization's “vibes”-inferences about the social provenance of a visualization based on its design features. Furthermore, these social attributions have the power to influence reception, as readers' decisions about how to engage with a visualization concern not only content, or even aesthetic appeal, but also their sense of alignment or disalignment with the entities they imagine to be involved in its production and circulation. We argue these inferences hinge on a function of human sign systems that has thus far been little studied in data visualization: socio-indexicality, whereby the formal features (rather than the content) of communication evoke social contexts, identities, and characteristics. Demonstrating the presence and significance of this socio-indexical function in visualization, this paper offers both a conceptual foundation and practical intervention for troubleshooting breakdowns in public data communication.","1941-0506","","10.1109/TVCG.2025.3634814","MIT METEOR; PFPFEE; National Science Foundation(grant numbers:1900991); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11268977","Semiotics;Socio-indexicality;Attitudes;Reception;Engagement;Visualization Psychology;Public Data Communication","Data visualization;Data communication;Interviews;Anthropology;Linguistics;Fake news;Production;Encoding;Electric breakdown;Accuracy","","1","","95","IEEE","25 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"VisGuard: Securing Visualization Dissemination through Tamper-Resistant Data Retrieval","H. Ye; J. Chen; S. Zhang; Y. Zhang; C. Wang; C. Li","School of Computer Science and Technology, East China Normal University, China; School of Computer Science and Technology, East China Normal University, China; School of Computer Science and Technology, East China Normal University, China; Institute of Education, Tsinghua University, China; School of Computer Science and Technology, East China Normal University, China; School of Computer Science and Technology, East China Normal University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1295","1305","The dissemination of visualizations is primarily in the form of raster images, which often results in the loss of critical information such as source code, interactive features, and metadata. While previous methods have proposed embedding metadata into images to facilitate Visualization Image Data Retrieval (VIDR), most existing methods lack practicability since they are fragile to common image tampering during online distribution such as cropping and editing. To address this issue, we propose VisGuard, a tamper-resistant VIDR framework that reliably embeds metadata link into visualization images. The embedded data link remains recoverable even after substantial tampering upon images. We propose several techniques to enhance robustness, including repetitive data tiling, invertible information broadcasting, and an anchor-based scheme for crop localization. VisGuard enables various applications, including interactive chart reconstruction, tampering detection, and copyright protection. We conduct comprehensive experiments on VisGuard's superior performance in data retrieval accuracy, embedding capacity, and security against tampering and steganalysis, demonstrating VisGuard's competence in facilitating and safeguarding visualization dissemination and information conveyance.","1941-0506","","10.1109/TVCG.2025.3634818","Natural Science Foundation of Shanghai Municipality, China(grant numbers:24ZR1418300); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11281530","Visualization image data retrieval;image steganography;tampering resistance;tampering detection","Data visualization;Steganography;Metadata;Visualization;Robustness;Source coding;Snow;Rain;Data retrieval;Accuracy","","","","89","IEEE","5 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"Visualizing Trust: How Chart Embellishments Influence Perceptions of Credibility","H. Song; A. Cho; C. X. Bearfield; J. Stasko","Sandisk Technologies Inc., USA; Georgia Institute of Technology, USA; Georgia Institute of Technology, USA; Georgia Institute of Technology, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1306","1316","Effective data visualizations enhance perception, support cognitive processing, and facilitate informed decision-making by aligning with human perceptual strengths. Conversely, poorly designed visualizations can impede comprehension, introduce interpretive bias, and diminish the perceived credibility of the conveyed message. This paper investigates the extent to which visual embellishments influence perceived message credibility in data visualizations. We conducted two crowdsourced experiments to examine both holistic and component-level effects of embellishment. In the first experiment, participants evaluated the relative credibility of plain bar charts versus two embellished variants-cartoon-style and image-style-across topics. Participants provided both comparative judgments and qualitative feedback. In the second experiment, we systematically isolated the influence of specific design elements-color, font, and bar style-on credibility perceptions through controlled variations. Our findings reveal that the impact of embellishments on perceived message credibility is complex and context-dependent. While certain embellishments, such as the use of color and image style bars, enhanced credibility, others-most notably hand-drawn fonts and cartoon-style bars-significantly undermined it. By operationalizing trust through the lens of message credibility, this work offers empirical insight into the design factors that shape viewers' perceptions. We conclude by proposing actionable design guidelines to support the creation of visualizations that are effective for communication and credible.","1941-0506","","10.1109/TVCG.2025.3634785","NSF(grant numbers:IIS-2237585,IIS-2311575,III-2453462); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262749","Data Visualization;Visual Embellishment;Trust;Credibility;Chart Design;Perception","Data visualization;Bars;Visualization;Image color analysis;Shape;Electronic mail;Data integrity;Complexity theory;Usability;Decision making","","","","77","IEEE","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Designing for Disclosure in Data Visualizations","K. Mehta; G. Kindlmann; A. Kale","University of Chicago, USA; University of Chicago, USA; University of Chicago, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1317","1327","Visualizing data often entails data transformations that can reveal and hide information, operations we dub disclosure tactics. Whether designers hide information intentionally or as an implicit consequence of other design choices, tools and frameworks for visualization offer little explicit guidance on disclosure. To systematically characterize how visualizations can limit access to an underlying dataset, we contribute a content analysis of 425 examples of visualization techniques sampled from academic papers in the visualization literature, resulting in a taxonomy of disclosure tactics. Our taxonomy organizes disclosure tactics based on how they change the data representation underlying a chart, providing a systematic way to reason about design trade-offs in terms of what information is revealed, distorted, or hidden. We demonstrate the benefits of using our taxonomy by showing how it can guide reasoning in design scenarios where disclosure is a first-order consideration. Adopting disclosure as a framework for visualization research offers new perspective on authoring tools, literacy, uncertainty communication, personalization, and ethical design.","1941-0506","","10.1109/TVCG.2025.3634781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11268922","Information disclosure","Data visualization;Transforms;Taxonomy;Encoding;Uncertainty;Systematics;Visualization;Privacy;Cognition;Layout","","","","88","IEEE","25 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"SceneLoom: Communicating Data with Scene Context","L. Gao; L. Shen; Y. Zhao; J. Lan; H. Qu; S. Chen","Fudan University, China; Hong Kong University of Science and Technology, Hong Kong, China; Fudan University, China; Fudan University, China; Hong Kong University of Science and Technology, Hong Kong, China; Fudan University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","1328","1338","In data-driven storytelling contexts such as data journalism and data videos, data visualizations are often presented alongside real-world imagery to support narrative context. However, these visualizations and contextual images typically remain separated, limiting their combined narrative expressiveness and engagement. Achieving this is challenging due to the need for fine-grained alignment and creative ideation. To address this, we present SceneLoom, a Vision-Language Model (VLM)-powered system that facilitates the coordination of data visualization with real-world imagery based on narrative intents. Through a formative study, we investigated the design space of coordination relationships between data visualization and real-world scenes from the perspectives of visual alignment and semantic coherence. Guided by the derived design considerations, SceneLoom leverages VLMs to extract visual and semantic features from scene images and data visualization, and perform design mapping through a reasoning process that incorporates spatial organization, shape similarity, layout consistency, and semantic binding. The system generates a set of contextually expressive, image-driven design alternatives that achieve coherent alignments across visual, semantic, and data dimensions. Users can explore these alternatives, select preferred mappings, and further refine the design through interactive adjustments and animated transitions to support expressive data communication. A user study and an example gallery validate SceneLoom's effectiveness in inspiring creative design and facilitating design externalization.","1941-0506","","10.1109/TVCG.2025.3634816","Natural Science Foundation of China(grant numbers:62472099); Ji Hua Laboratory S&T Program(grant numbers:X250881UG250); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11264501","Creativity Support;Data Communication;Scene Context;Vision-Language Model","Data visualization;Visualization;Semantics;Cognition;Layout;Shape;Feature extraction;Data models;Data mining;Coherence","","","","85","IEEE","24 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
